district,iec_district_id,iec_prov_id,map_accuracy,pc_code,pc_location,pc_name,province,ps_female,ps_male,ps_total,verification,lon,lat
Dila Wa Khushamand,16,12,قریه,1216216,Manari,Moonari Village School,Paktika,2,3,5,Village,68.206479,32.526434
Dila Wa Khushamand,16,12,تعمیر,1216217,Chori,Chori Village Mosque,Paktika,0,3,3,Building,68.184669,32.638829
Gardez,01,13,قریه,1301017,"Nasti Kot, Golo Khel",Khan Dawran Tent,Paktya,1,1,2,Village,69.255947,33.652108
Ahmadaba,02,13,تعمیر,1302190,Rod-E-Shali Khel,Rod High School,Paktya,1,4,5,Building,69.304560,33.653383
Zurmat,03,13,تعمیر,1303078,Tameer,Habibullah High School,Paktya,1,3,4,Building,69.033065,33.435877
Zurmat,03,13,قریه,1303105,Arma Nek Naam,Fazel Rahman Hojra,Paktya,2,0,2,Village,69.094473,33.263005
Jaji Aryob,07,13,قریه,1307057,Rokian,Rokiano Madrassa,Paktya,1,3,4,Village,69.653835,33.986860
Jaji Aryob,07,13,تعمیر,1307070,Lar Lewani/Sharif Village,Faqir Baba School,Paktya,2,2,4,Building,69.796796,33.965176
Dand Patan,11,13,قریه,1311182,Mir Hassan Village,Mir Hassan Mosque,Paktya,1,2,3,Village,69.888520,33.873444
Khost,01,14,تعمیر,1401016,Khost City,Shaheed Mohammad Dawood School,Khost,2,2,4,Building,69.912842,33.337822
Khost,01,14,تعمیر,1401027,"Maton, Landi Village",Landy Village Madrassa,Khost,2,2,4,Building,69.952367,33.328090
Manduzay,02,14,تعمیر,1402079,Bay Village,Bay Village School,Khost,1,1,2,Building,69.811322,33.313208
Gurbuz,03,14,قریه,1403150,Wara Village,Jan Baz Mosque,Khost,0,3,3,Village,69.928252,33.298548
Tanay,04,14,قریه,1404137,Sanaki Village,Awal Jan School,Khost,1,3,4,Village,69.774244,33.176501
Musa Khel,05,14,قریه,1405069,Khoshmand Village,Mamor Hojra,Khost,2,1,3,Village,69.736752,33.588167
Nadirshah Kot,06,14,قریه,1406113,Maslat Qala,Maslat Qala Mosque,Khost,1,1,2,Village,69.738817,33.368925
Nadirshah Kot,06,14,قریه,1406125,Shambwat,Shambowat Village School,Khost,1,2,3,Village,69.741335,33.371536
Baak,09,14,قریه,1409057,Shamal Khel Village,Manzai Mosque,Khost,3,4,7,Village,70.006387,33.538917
Spera,11,14,قریه,1411170,Tarwai Village,Ghulam Jan Shop,Khost,1,1,2,Village,69.521371,33.241778
Jaji Maidan,13,14,قریه,1413098,City One,City One School,Khost,2,3,5,Village,70.113004,33.671893
Jaji Maidan,13,14,تعمیر,1413099,Zana Khel Village,Zana Khel Madrassa,Khost,2,3,5,Building,70.135224,33.628661
Asad Abad,01,15,قریه,1501005,Naw Abad,Naw Abad Madrassa,Kunar,2,4,6,Village,71.118939,34.818940
Watapoor,03,15,قریه,1503011,Watapoor,Watapoor Village Religious Madrassa,Kunar,1,2,3,Village,71.095157,34.921284
Watapoor,03,15,تعمیر,1503012,Shenigam,Shenigam Primary School,Kunar,1,3,4,Building,71.086340,34.934329
Shigal Wa Shiltan,06,15,تعمیر,1506066,Shangar Shah,Shegal Washilton High School,Kunar,2,3,5,Building,71.256448,34.958743
Dara-E-Pech,07,15,قریه,1507025,Waradesh,Waradesh Village Mosque,Kunar,1,2,3,Village,70.997958,34.873478
Bar Kunar,08,15,تعمیر,1508062,Palasonaw,Palosonaw School,Kunar,2,2,4,Building,71.307264,34.989564
Khas Kunar,10,15,تعمیر,1510099,Hakim Abad,Hakim Abad Village Mosque,Kunar,1,2,3,Building,70.922277,34.668345
Dangam,12,15,قریه,1512050,Lar Dangam Village,Lar Dangam Village Mosque,Kunar,2,3,5,Village,71.419256,34.991971
Paroon,01,16,قریه,1601003,Kantwa Sufla Village,Kantwa Sufla Village Mosque,Nooristan,1,2,3,Village,70.773472,35.301447
Waygal,02,16,تعمیر,1602032,Nashi Gram,Nashi Gram School,Nooristan,2,3,5,Building,70.848757,35.092484
Wama,03,16,قریه,1603043,Kam Gul,Kam Gul Mosque,Nooristan,2,2,4,Village,70.780614,35.138416
Duab,05,16,قریه,1605020,District Center,Du Aab High School,Nooristan,1,1,2,Village,70.319245,35.110962
Faiz Abad,01,17,تعمیر,1701007,Gezan Yaftal Ulya,Gezan School,Badakhshan,1,1,2,Building,70.632840,37.152758
Argo,02,17,تعمیر,1702042,Qaraqozi Clinic,Etarchi High School,Badakhshan,2,2,4,Building,70.494570,37.181103
Yaftal-E-Sufla,04,17,تعمیر,1704030,Waalak,Waalak Mosque,Badakhshan,1,1,2,Building,70.391934,37.361634
Khash,05,17,تعمیر,1705076,Shahran Khash,Shahaan Shahraan Girls School,Badakhshan,2,3,5,Building,70.737103,36.982523
Baharak,06,17,تعمیر,1706110,Aaryaan,Aaryaan School,Badakhshan,1,1,2,Building,70.803825,37.130702
Baharak,06,17,تعمیر,1706111,Do-Aab,Do-Aab Mosque,Badakhshan,1,1,2,Building,70.896608,36.999057
Darayim,07,17,تعمیر,1707070,Yamchiyan,Yamchiyan School,Badakhshan,1,3,4,Building,70.450636,36.836437
Yawan,09,17,تعمیر,1709129,Manzal Dasht,Manzal Dasht School,Badakhshan,1,2,3,Building,70.335470,37.493732
Yawan,09,17,تعمیر,1709130,Shingan Payan,Shingan Payan School,Badakhshan,1,2,3,Building,70.321718,37.563259
Jurm,10,17,تعمیر,1710082,Naw Jaram,Naw Jaram O Chang-Ha High School,Badakhshan,1,2,3,Building,70.832665,36.896503
Shuhada,12,17,تعمیر,1712115,Abaab,Shams-Ul-Haq School,Badakhshan,1,1,2,Building,71.092135,37.055092
Shahr-E-Buzurg,13,17,تعمیر,1713142,Koal,Koal High School,Badakhshan,1,2,3,Building,70.090605,37.182623
Raghistan,14,17,تعمیر,1714233,Siyaab Shahr,Siyaab Shahr,Badakhshan,1,3,4,Building,70.647751,37.589848
Wardooj,16,17,تعمیر,1716094,Shahgaan,Shahgaan School,Badakhshan,1,2,3,Building,71.065976,36.906775
Yamgan,18,17,تعمیر,1718257,Hazrat Sayeed,Naser Khisraw High School,Badakhshan,1,2,3,Building,70.779876,36.478544
Shighnan,19,17,تعمیر,1719220,Pastyo,Pastyo Ghaar Jaween School,Badakhshan,1,2,3,Building,71.451167,37.488253
Kufab,21,17,تعمیر,1721248,Karniyo,Karniyo School,Badakhshan,1,2,3,Building,70.575533,37.967235
Darwaz-E-Payin,22,17,قریه,1722266,Warwah Village,Warwah School,Badakhshan,1,1,2,Village,71.038086,38.402153
Shiki,24,17,قریه,1724279,Zharaf,Zharaf High School,Badakhshan,1,1,2,Village,70.546996,38.242801
Kiran Wa Menjan,26,17,تعمیر,1726190,Shah Pari,Shah Pari School,Badakhshan,1,1,2,Building,70.892350,35.906648
Wakhan,28,17,تعمیر,1728205,Khandod,Khandod School,Badakhshan,1,2,3,Building,72.313830,36.948772
Taluqan,01,18,تعمیر,1801015,D01 - Nahia 1,Women Affairs Department,Takhar,2,2,4,Building,69.540071,36.730329
Taluqan,01,18,تعمیر,1801016,D02 - Nahia 2,Culture & Information Department,Takhar,2,2,4,Building,69.537497,36.730074
Taluqan,01,18,تعمیر,1801026,Shorja 1,Shorcha 1 School,Takhar,1,1,2,Building,69.712143,36.774103
Taluqan,01,18,تعمیر,1801185,Khwaja Sabz Posh,Abdul Lateef Shaheed High School,Takhar,1,1,2,Building,69.344153,36.757156
Baharak,03,18,تعمیر,1803042,Zard Kamar,Ghulam Sarwar Shaheed Primary School,Takhar,2,3,5,Building,69.401013,36.843986
Chal,05,18,تعمیر,1805077,Khanqa Markaz Chal,Sayed Nimatullah High School,Takhar,2,4,6,Building,69.550541,36.530571
Khwaja Ghar,09,18,تعمیر,1809051,Qarooq,Qarooq Primary School,Takhar,2,4,6,Building,69.373941,37.143724
Rustaq,10,18,تعمیر,1810103,Shahr Jadid Rostaq,Rostaq Education Department,Takhar,2,4,6,Building,69.795916,37.142181
Eshkamesh,11,18,تعمیر,1811065,Panchiri,Deen Mohammad Shaheed School,Takhar,2,2,4,Building,69.327721,36.346472
Eshkamesh,11,18,تعمیر,1811192,Aabro,Aabro Primary School,Takhar,1,1,2,Building,69.346991,36.393172
Warsaj,13,18,تعمیر,1813177,Sardasht,Sardasht Mosque,Takhar,1,2,3,Building,70.012064,36.072573
Khwaja Bahawudin,14,18,تعمیر,1814158,Kuhna Shakh,Abdul Shakoor Shaheed High School,Takhar,1,2,3,Building,69.544599,37.404535
Darqad,15,18,تعمیر,1815167,Darwaza Pata,Darwaza Pata Secondary School,Takhar,1,1,2,Building,69.490792,37.365111
Chah Ab,16,18,تعمیر,1816142,Anjeer,Anjeer Secondary School,Takhar,2,2,4,Building,69.896044,37.481057
Yangi Qala,17,18,تعمیر,1817151,Raheem Abad,Raheem Abad School,Takhar,2,2,4,Building,69.638417,37.472219
Kunduz,01,19,تعمیر,1901009,D02 - Nahia 2,Speen Zar Hospital,Kunduz,3,2,5,Building,68.862242,36.717653
Kunduz,01,19,تعمیر,1901019,D03 - Nahia 3,Immigrants & Returnees Department,Kunduz,2,2,4,Building,68.871744,36.736191
Kunduz,01,19,تعمیر,1901031,Taloka,Taloka Girls School,Kunduz,2,2,4,Building,68.810021,36.800858
Kunduz,01,19,تعمیر,1901042,Shinwari Village,Shinwari Secondary School,Kunduz,2,1,3,Building,68.763445,36.778865
Kunduz,01,19,تعمیر,1901053,Alu Shah Village,Arbab Mohammad Ali School,Kunduz,2,2,4,Building,68.851381,36.819288
Char Dara,02,19,تعمیر,1902128,Qunghurat,Qunghurat Secondary School,Kunduz,1,1,2,Building,68.709754,36.753092
Ali Abad,03,19,تعمیر,1903136,Haji Hussain,Haji Hussain Girls Secondary School,Kunduz,1,1,2,Building,68.900268,36.540382
Khan Abad,04,19,تعمیر,1904144,Boheen Sufla,Haji Yusuf Bohin High School,Kunduz,1,2,3,Building,69.035773,36.722098
Hazrat-E-Imam Sahib,05,19,تعمیر,1905059,Majar Village,Majar School,Kunduz,2,3,5,Building,68.872167,37.138138
Hazrat-E-Imam Sahib,05,19,قریه,1905080,Tash Guzar Village,Tash Guzar School,Kunduz,1,1,2,Village,69.140029,37.092996
Hazrat-E-Imam Sahib,05,19,تعمیر,1905081,Gharo Village,Gharo School,Kunduz,2,2,4,Building,69.118458,37.108871
Hazrat-E-Imam Sahib,05,19,تعمیر,1905088,Qanjogha,Qanjogha School,Kunduz,1,2,3,Building,68.858409,37.194652
Dasht-E-Archi,06,19,تعمیر,1906183,Dawran Kalay Village,Dawran Kalay Secondary School,Kunduz,1,2,3,Building,69.157907,37.039001
Qala-E-Zal,07,19,تعمیر,1907103,Tarbooz Guzar,Tarbooz Guzar High School,Kunduz,1,3,4,Building,68.523747,36.960846
Qala-E-Zal,07,19,تعمیر,1907205,Se Kaparak,Se Kaparak School,Kunduz,1,1,2,Building,68.480104,36.981865
Aybak,01,20,تعمیر,2001009,Aibak City,Sarqad Secondary School,Samangan,2,3,5,Building,68.013361,36.264075
Roi-Do-Ab,05,20,تعمیر,2005094,Paytangi Village,Jaame Mosque Madrassa,Samangan,1,2,3,Building,67.875258,35.546224
Mazar-E-Sharif,01,21,تعمیر,2101022,D05 - Nahia 5,Yolmarab Girls School,Balkh,4,4,8,Building,67.091711,36.682356
Dehdadi,03,21,تعمیر,2103051,Dehdadi Sher Abad,Shaikh Samaruddin Shahab School,Balkh,1,1,2,Building,67.028495,36.690425
Dehdadi,03,21,تعمیر,2103061,Qala Jangi Village,Qala Jangi Girls High School,Balkh,1,2,3,Building,66.988051,36.657925
Char Kent,04,21,تعمیر,2104284,Qaleem Qaaq Mir Haji Village,Mir Haji School,Balkh,1,2,3,Building,67.347777,36.261158
Char Kent,04,21,تعمیر,2104285,Safid Chashma Village,Safid Chashma School,Balkh,1,2,3,Building,67.199923,36.444463
Balkh,06,21,تعمیر,2106148,District Compound,Veterinary Clinic,Balkh,1,2,3,Building,66.888427,36.759095
Balkh,06,21,تعمیر,2106161,Bar Mazet Village,Bar Mazet School,Balkh,2,2,4,Building,66.981699,36.896430
Balkh,06,21,تعمیر,2106172,Arghoon Village,Arghoon School,Balkh,1,1,2,Building,66.969079,36.800162
Sholgara,07,21,تعمیر,2107243,Qaq Losai Village,Qaq Losai School,Balkh,1,1,2,Building,67.037883,36.327392
Sholgara,07,21,تعمیر,2107255,Rahmat Abad Village,Rahmat Abad School,Balkh,1,1,2,Building,66.987546,36.443775
Sholgara,07,21,تعمیر,2107268,Janyato Village,Janyato School,Balkh,1,1,2,Building,66.713290,36.126813
Sholgara,07,21,تعمیر,2107269,Tajik Village,Tajik School,Balkh,1,1,2,Building,66.911023,36.309393
Chimtal,08,21,تعمیر,2108227,Chaqnaq Village,Chaqnaq Clinic,Balkh,3,5,8,Building,66.545415,36.492851
Chimtal,08,21,تعمیر,2108228,Machaldi Village,Machaldi Mosque,Balkh,2,3,5,Building,66.507057,36.362427
Chimtal,08,21,قریه,2108229,Jangal Village,Jangal Mosque,Balkh,1,2,3,Village,66.765436,36.699268
Dawlat Abad,09,21,تعمیر,2109128,Ghashi (Deh Daraz) Village,Murad Bakhsh Wali Secondary School,Balkh,1,2,3,Building,66.678957,36.931629
Dawlat Abad,09,21,تعمیر,2109138,Khair Abad Village,Khair Abad School,Balkh,1,1,2,Building,67.060507,36.974228
Khulm,10,21,تعمیر,2110078,Sarhang Village,Khwaja Burhan Boys School,Balkh,1,2,3,Building,67.727102,36.704383
Khulm,10,21,تعمیر,2110088,Haji Karim Village,Tangi School,Balkh,1,2,3,Building,67.697557,36.676596
Khulm,10,21,تعمیر,2110089,Siyad Village,Siyad Boys School,Balkh,1,2,3,Building,67.768013,36.589791
Khulm,10,21,تعمیر,2110090,Oljato Village,Oljato Secondary School,Balkh,1,2,3,Building,67.625449,36.719275
Char Bolak,11,21,تعمیر,2111179,Ali Abad Village,Ali Abad School,Balkh,1,1,2,Building,66.757123,36.727786
Char Bolak,11,21,تعمیر,2111189,Dahno Village,Dahno School,Balkh,1,1,2,Building,66.555059,36.951753
Char Bolak,11,21,تعمیر,2111200,Rahmat Abad Village,Rahmat Abad School,Balkh,1,2,3,Building,66.597159,36.835487
Shortepa,12,21,تعمیر,2112108,Baz Areeq Village,Baz Areeq School,Balkh,1,2,3,Building,66.824371,37.329372
Kaldar,13,21,تعمیر,2113100,Joy Jadeed Village,Joy Jadid Secondary School,Balkh,1,2,3,Building,67.604017,37.201607
Kishindeh,14,21,تعمیر,2114289,Chakana Payeen Village,Chakana Payana School,Balkh,1,1,2,Building,66.991460,36.108961
Kishindeh,14,21,تعمیر,2114301,Shekh Sar Dara Village,Qarya Shekh Sar Dara Mosque,Balkh,1,2,3,Building,66.851581,35.766820
Kishindeh,14,21,تعمیر,2114302,Qoshmasai Bala Village,Qoshmsay Mosque,Balkh,1,1,2,Building,66.985465,35.959355
Zari,15,21,تعمیر,2115311,Chaqorak Village,Chaqorak School,Balkh,1,2,3,Building,66.805564,35.906082
Zari,15,21,تعمیر,2115312,Dasht Qadoq Village,Dasht Qadoq Mosque,Balkh,2,1,3,Building,66.738203,35.806220
Sar-E-Pul,01,22,تعمیر,2201002,Alqani Khord,Minhaj-U-Siraj High School,Sar-E-Pul,5,7,12,Building,65.938672,36.208246
Sar-E-Pul,01,22,تعمیر,2201032,Baghawi Sufla,Baghawi Sufla High School,Sar-E-Pul,2,3,5,Building,66.062077,36.168373
Sayad,02,22,قریه,2202056,Khwaja Almato,Khwaja Almato Primary School,Sar-E-Pul,1,2,3,Village,65.926465,35.995136
Sozma Qala,04,22,تعمیر,2204035,District Compound,Mohammad Amin Shaheed High School,Sar-E-Pul,2,2,4,Building,66.225036,36.095929
Gosfandi,06,22,تعمیر,2206128,Maleekan Village,Maleekan Village Madrassa,Sar-E-Pul,1,2,3,Building,66.505071,35.915528
Balkhab,07,22,تعمیر,2207089,Zo Village,Shaheed Arefi High School,Sar-E-Pul,2,3,5,Building,66.746289,35.571855
Chighcheran,01,23,تعمیر,2301011,Shahr-E-Naw,Sar Tagab Secondary School,Ghor,2,3,5,Building,64.688537,34.605573
Chighcheran,01,23,تعمیر,2301033,Lakhshak,Lakhshak Bazar,Ghor,1,2,3,Building,64.981756,34.721157
Char Sada,04,23,قریه,2304062,Shamaroq,Shamaroq Village Mosque,Ghor,1,1,2,Village,65.200509,35.163105
Pasaband,05,23,تعمیر,2305133,Dahan Kalagi,Dahan Kalagi Mosque,Ghor,1,1,2,Building,65.098061,33.652114
Lal Wa Sarjangal,07,23,تعمیر,2307142,Dahna Chaka,Dahn Chaka School,Ghor,1,2,3,Building,66.204549,34.473820
Lal Wa Sarjangal,07,23,قریه,2307152,Safid Chashma Pitab,Safid Chashma Mosque,Ghor,1,2,3,Village,66.339643,34.671729
Lal Wa Sarjangal,07,23,تعمیر,2307171,Dahan Ghulamak Village,Chahar Asyab School,Ghor,1,2,3,Building,66.168788,34.638217
Taywara,08,23,تعمیر,2308225,Zalargak,Zalragak Bazar,Ghor,1,2,3,Building,64.361089,33.232441
Tulak,09,23,قریه,2309180,Paloon,Dahan Paloon Mosque,Ghor,1,2,3,Village,63.711770,34.151518
Saghar,10,23,قریه,2310203,Sholich,Sholich Mosque,Ghor,1,1,2,Village,63.406070,33.612533
Shahristan,02,24,تعمیر,2402018,Dahn Deh Osho,Dahn Deh Osho Mosque,Daykundi,1,1,2,Building,66.438225,33.796470
Shahristan,02,24,تعمیر,2402029,Plalech Largar,Plalech Mosque,Daykundi,2,2,4,Building,66.449506,33.889161
Gizab,03,24,تعمیر,2403108,Chehl Mardan,Sartagab Secondary School,Daykundi,1,2,3,Building,66.044977,33.514049
Ishterlai,04,24,تعمیر,2404041,"Kadaal, Dahan Gardish",Kadaal Mosque,Daykundi,1,2,3,Building,66.341078,34.144844
Ishterlai,04,24,تعمیر,2404051,Korga Sufla,Korga Sufla Mosque,Daykundi,1,2,3,Building,66.139849,33.909434
Khedir,05,24,تعمیر,2405094,Pashtaroq,Siyah Band Pashtaroq School,Daykundi,1,1,2,Building,65.937463,33.821702
Kiti,06,24,تعمیر,2406125,Sar Tamran,Sar Tamran Mosque,Daykundi,2,1,3,Building,65.856754,33.671552
Miramor,07,24,تعمیر,2407160,Tuqman Dara,Tuqman Dara Mosque,Daykundi,1,1,2,Building,66.789227,33.658635
Sang-E-Takht,08,24,تعمیر,2408084,Mirasi,Asb Dawan Mosque,Daykundi,1,2,3,Building,65.893620,34.144545
Kejran,09,24,تعمیر,2409064,Qala-E-Lash,Qala-E-Lash Mosque,Daykundi,1,2,3,Building,65.455167,33.243528
Kejran,09,24,تعمیر,2409065,Takha,Dahan Takha Mosque,Daykundi,1,1,2,Building,65.440617,33.220320
Tirinkot,01,25,تعمیر,2501005,Markaz Trinkot,Malalai High School,Urozgan,2,2,4,Building,65.880477,32.632100
Chora,03,25,تعمیر,2503016,District Bazar,Markazi Bazar High School,Urozgan,0,4,4,Building,66.045007,32.863250
Chenarto,06,25,تعمیر,2506045,Bazar,Maalem Faiz Mohammad High School,Urozgan,0,5,5,Building,66.280659,32.738719
Mizan,04,26,تعمیر,2604044,Arghasto,Arghasto Mosque,Zabul,0,4,4,Building,66.383134,32.100243
Shemel Zayi,10,26,تعمیر,2610037,Gardai Margha,Nasozo Village Mosque,Zabul,0,2,2,Building,67.832476,32.005637
Kandahar,01,27,تعمیر,2701009,D06 - Nahia 6,Zarghona Ana High School,کندهار,5,1,6,Building,65.698128,31.609881
Kandahar,01,27,تعمیر,2701034,D06 - Nahia 6,Sofi Sahib Girls School,کندهار,5,1,6,Building,65.682165,31.634956
Kandahar,01,27,تعمیر,2701035,D06 - Nahia 6,Sofi Sahib Boys School,کندهار,0,6,6,Building,65.685514,31.632761
Kandahar,01,27,تعمیر,2701056,D03 - Nahia 3,Sheen Ghazai Ashabi,کندهار,8,2,10,Building,65.725325,31.597690
Arghandab,02,27,تعمیر,2702101,Khwaja Malik,Khwaja Malik School,کندهار,2,1,3,Building,65.749431,31.757275
Arghandab,02,27,تعمیر,2702112,Gul Qalacha,Mawlawi Abdul Wasi School,کندهار,1,2,3,Building,65.695249,31.706375
Panjwayee,04,27,قریه,2704173,Talgan,Mula Hassan High School,کندهار,1,2,3,Village,65.315548,31.442322
Panjwayee,04,27,قریه,2704174,Regwa,Regwa School,کندهار,0,2,2,Village,65.443558,31.487064
Panjwayee,04,27,تعمیر,2704179,Panjwayee,Salawat School,کندهار,0,2,2,Building,65.545838,31.517336
Zhire,05,27,تعمیر,2705154,Zharee Dasht,8Th Camp School,کندهار,1,2,3,Building,65.374015,31.688034
Zhire,05,27,قریه,2705167,Lako Khel,Mohammad Shah Saracha,کندهار,1,1,2,Village,65.308105,31.529714
Zhire,05,27,قریه,2705168,Kochiano Camp,Near Police Station,کندهار,3,5,8,Village,65.357003,31.607210
Shah Wali Kot,06,27,قریه,2706094,Sayed Haleem,Sayed Haleem School,کندهار,2,2,4,Village,65.779389,31.780805
Khakrez,07,27,تعمیر,2707123,Khak Rez,District Building Office,کندهار,1,1,2,Building,65.474697,31.982673
Arghistan,08,27,قریه,2708251,Ameen Qala,Ameen Qala School,کندهار,1,2,3,Village,66.352575,31.566919
Maiwand,10,27,قریه,2710136,Muslim Abad,Muslim Abad School,کندهار,1,2,3,Village,64.793495,31.704315
Maiwand,10,27,تعمیر,2710143,Sangbar,Doctar Ismail Oil Station,کندهار,1,1,2,Building,64.878459,31.775334
Spin Boldak,11,27,تعمیر,2711207,Loy Karez,Loy Karez Clinic,کندهار,1,5,6,Building,66.481452,31.177368
Spin Boldak,11,27,قریه,2711218,Nawai Village,Mohamamd Dawood Barakzai Private House,کندهار,1,5,6,Village,66.384627,31.000363
Spin Boldak,11,27,تعمیر,2711219,Wesh,Aali Neeka School,کندهار,1,5,6,Building,66.425508,30.954432
Miyanishin,13,27,قریه,2713262,Ishaaqzo Loy Village,Ishaqzoy Loy Village Mosque,کندهار,0,2,2,Village,66.372121,32.373561
Maruf,15,27,قریه,2715271,Khogyano Village,Khogyano Village Mosque,کندهار,2,3,5,Village,67.178390,31.647960
Dand,17,27,قریه,2717017,Salo Karez,Salo Karez School,کندهار,2,4,6,Village,65.722537,31.577017
Sheberghan,01,28,تعمیر,2801010,D04 - Nahia 4,Qazanchi Baba High School,Jawzjan,2,4,6,Building,65.801215,36.693706
Sheberghan,01,28,تعمیر,2801019,D04 - Nahia 4,Jalal Abad Secondary School,Jawzjan,2,4,6,Building,65.876146,36.761830
Sheberghan,01,28,تعمیر,2801030,D04 - Nahia 4,Mangotai Boys High School,Jawzjan,1,2,3,Building,65.773805,36.672281
Khanaqa,03,28,تعمیر,2803117,Yangee Qala,Yangee Qala Arabia Girls School,Jawzjan,1,1,2,Building,66.076538,36.881347
Mingajik,04,28,تعمیر,2804074,Daali Muhajir,Daali Muhajir School,Jawzjan,1,2,3,Building,66.185795,37.006830
Aqchah,07,28,تعمیر,2807037,Kol Baqal Awalia,Kol Baqal Ulemya School,Jawzjan,1,2,3,Building,66.207734,36.908108
Aqchah,07,28,تعمیر,2807048,D02 - Nahia 2,Number 1 Boys High School,Jawzjan,1,1,2,Building,66.193279,36.893455
Faizabad,08,28,قریه,2808058,Khulmi Village,Khulmi Village Mosque,Jawzjan,1,1,2,Village,66.262926,36.511513
Darzab,11,28,تعمیر,2811101,Onchi Village Darzab,Qazl Qashlaq High School,Jawzjan,1,2,3,Building,65.369549,35.986064
Maimana,01,29,تعمیر,2901002,D04 - Nahia 4,Khurasan High School,Faryab,1,4,5,Building,64.777130,35.926224
Pashtun Kot,02,29,قریه,2902033,Hazara Qala,Hazara Qala Mosque,Faryab,1,1,2,Village,64.985820,35.918354
Pashtun Kot,02,29,قریه,2902043,Gardai Mareshkar,Gardai Mareshkar Mosque,Faryab,1,1,2,Village,64.628172,35.825111
Khwaja Sabz Posh-E-Wali,03,29,تعمیر,2903060,Qara-E-Shekhi,Qara-E-Shekhi Girls High School,Faryab,1,3,4,Building,64.874630,36.146204
Almar,04,29,قریه,2904071,Ghalbala Village,Ghalbala,Faryab,1,2,3,Village,64.445004,35.994497
Bil Chiragh,05,29,قریه,2905137,Neshar,Neshar Primary School,Faryab,1,2,3,Village,65.169481,35.899589
Shirin Tagab,06,29,تعمیر,2906148,Tash Qala,Tash Qala Mosque,Faryab,1,2,3,Building,64.869512,36.248874
Shirin Tagab,06,29,قریه,2906157,Qarghaqol Village,Qarghaqol Mosque,Faryab,1,1,2,Village,65.012253,36.190976
Qaisar,07,29,تعمیر,2907090,Beraka,Beraka Mosque,Faryab,2,2,4,Building,64.236640,35.738567
Qaisar,07,29,تعمیر,2907203,Yaka Pasta Afghania,Yaka Pasta Afghania Mosque,Faryab,1,1,2,Building,64.241165,35.727025
